timestamp,vehicle,track_id,frame,standard_weight_kg
2026/02/21 14:02:22,truck,2286,8360,25000
2026/02/21 14:02:23,truck,2295,8384,25000
2026/02/21 14:02:26,bus,2293,8424,12000
2026/02/21 14:02:27,car,2306,8438,1500
2026/02/21 14:02:29,car,2310,8460,1500
2026/02/21 14:02:31,truck,2324,8502,25000
2026/02/21 14:02:34,car,2330,8548,1500
2026/02/21 14:02:39,motorcycle,2360,8615,150
2026/02/21 14:02:47,motorcycle,2452,8736,150
2026/02/21 14:03:02,car,2543,8972,1500
2026/02/21 14:03:17,car,2599,9189,1500
2026/02/21 14:03:17,bus,2593,9193,12000
2026/02/21 14:03:19,car,2601,9219,1500
2026/02/21 14:03:21,truck,2603,9243,25000
2026/02/21 14:03:34,truck,2665,9437,25000
2026/02/21 14:03:40,car,2700,9521,1500
2026/02/21 14:03:41,bus,2673,9550,12000
2026/02/21 14:03:42,motorcycle,2739,9575,150
2026/02/21 14:03:43,car,2738,9589,1500
2026/02/21 14:03:48,truck,2768,9655,25000
2026/02/21 14:03:52,bus,2771,9707,12000
2026/02/21 14:03:52,car,2777,9710,1500
2026/02/21 14:03:56,car,2788,9782,1500
2026/02/21 14:04:17,bus,2862,10089,12000
2026/02/21 14:04:18,car,2866,10103,1500
2026/02/21 14:04:19,car,2874,10113,1500
2026/02/21 14:04:21,car,2889,10141,1500
2026/02/21 14:04:29,truck,2924,10262,25000
2026/02/21 14:04:31,truck,2930,10298,25000
2026/02/21 14:04:36,motorcycle,2966,10374,150
2026/02/21 14:04:41,car,2975,10457,1500
2026/02/21 14:04:45,car,2991,10508,1500
2026/02/21 14:04:46,car,2993,10517,1500
2026/02/21 14:04:47,motorcycle,3012,10531,150
2026/02/21 14:04:53,truck,3101,10637,25000
2026/02/21 14:04:53,motorcycle,3102,10638,150
2026/02/21 14:04:55,truck,3120,10657,25000
2026/02/21 14:04:55,car,3134,10662,1500
2026/02/21 14:04:59,motorcycle,3181,10718,150
2026/02/21 14:05:02,car,3199,10761,1500
2026/02/21 14:05:14,car,3217,10940,1500
2026/02/21 14:05:15,car,3223,10949,1500
2026/02/21 14:05:23,car,3266,11076,1500
2026/02/21 14:05:24,truck,3267,11092,25000
2026/02/21 14:05:35,car,3287,11257,1500
2026/02/21 14:05:37,truck,3293,11297,25000
2026/02/21 14:05:40,motorcycle,3346,11328,150
2026/02/21 14:05:40,car,3320,11336,1500
2026/02/21 14:05:41,motorcycle,3327,11345,150
2026/02/21 14:05:42,car,3312,11360,1500
2026/02/21 14:05:44,car,3395,11390,1500
2026/02/21 14:05:48,truck,3415,11463,25000
2026/02/21 14:05:48,bus,3421,11464,12000
2026/02/21 14:05:49,truck,3418,11476,25000
2026/02/21 14:05:50,car,3429,11486,1500
2026/02/21 14:05:51,car,3423,11497,1500
2026/02/21 14:05:54,car,3456,11540,1500
2026/02/21 14:05:55,car,3454,11555,1500
2026/02/21 14:05:56,car,3455,11567,1500
2026/02/21 14:05:56,car,3442,11570,1500
2026/02/21 14:05:59,truck,3473,11609,25000
2026/02/21 14:06:00,car,3476,11628,1500
2026/02/21 14:06:03,truck,3495,11684,25000
2026/02/21 14:06:08,car,3524,11751,1500
2026/02/21 14:06:10,truck,3538,11779,25000
2026/02/21 14:06:12,truck,3550,11811,25000
2026/02/21 14:06:26,motorcycle,3663,12015,150
2026/02/21 14:06:31,car,3685,12104,1500
2026/02/21 14:06:33,car,3692,12130,1500
2026/02/21 14:06:39,car,3702,12220,1500
2026/02/21 14:06:40,truck,3700,12231,25000
2026/02/21 14:06:58,motorcycle,3779,12503,150
2026/02/21 14:07:05,car,3784,12605,1500
2026/02/21 14:07:07,motorcycle,3815,12638,150
2026/02/21 14:07:09,car,3820,12669,1500
2026/02/21 14:07:11,car,3848,12700,1500
2026/02/21 14:07:11,motorcycle,3861,12708,150
2026/02/21 14:07:47,truck,3967,13238,25000
2026/02/21 14:07:48,car,3971,13254,1500
2026/02/21 14:07:52,car,3979,13305,1500
2026/02/21 14:07:54,truck,3989,13353,25000
2026/02/21 14:08:01,truck,4019,13448,25000
2026/02/21 14:08:07,truck,4043,13540,25000
2026/02/21 14:08:08,car,4050,13556,1500
2026/02/21 02:08:09,bus,4056,13574,12000
2026/02/21 14:08:21,car,4083,13756,1500
2026/02/21 14:08:33,car,4110,13928,1500
2026/02/21 14:08:34,car,4111,13949,1500
2026/02/21 14:08:35,truck,4115,13964,25000
2026/02/21 14:08:41,truck,4121,14054,25000
2026/02/21 14:08:44,truck,4126,14096,25000
2026/02/21 14:08:45,motorcycle,4171,14106,150
2026/02/21 14:08:48,motorcycle,4198,14162,150
2026/02/21 14:08:52,bus,4203,14210,12000
2026/02/21 14:08:53,car,4209,14227,1500
2026/02/21 14:08:55,car,4211,14260,1500
2026/02/21 14:09:05,car,4235,14413,1500
2026/02/21 14:09:08,car,4246,14457,1500
2026/02/21 14:09:10,car,4249,14482,1500
2026/02/21 14:09:14,car,4291,14541,1500
2026/02/21 14:09:19,car,4320,14623,1500
2026/02/21 14:09:34,truck,4395,14846,25000
2026/02/21 14:09:44,truck,4429,14991,25000
2026/02/21 14:09:58,truck,4451,15191,25000
2026/02/21 14:10:01,car,4461,15251,1500
2026/02/21 14:10:13,motorcycle,4511,15428,150
2026/02/21 14:10:15,bus,4515,15466,12000
2026/02/21 14:10:17,truck,4528,15492,25000
2026/02/21 14:10:26,car,4585,15618,1500
2026/02/21 14:10:28,car,4593,15657,1500
2026/02/21 14:10:38,truck,4674,15795,25000
2026/02/21 14:10:39,car,4684,15809,1500
2026/02/21 14:10:40,car,4688,15824,1500
2026/02/21 14:11:02,car,4725,16160,1500
2026/02/21 14:11:02,motorcycle,4740,16165,150
2026/02/21 14:11:03,motorcycle,4717,16170,150
2026/02/21 14:11:22,motorcycle,4787,16474,150
2026/02/21 14:11:23,car,4788,16481,1500
2026/02/21 14:11:28,truck,4802,16550,25000
2026/02/21 14:11:36,car,4845,16669,1500
2026/02/21 14:11:37,motorcycle,4883,16695,150
2026/02/21 14:11:39,car,4884,16716,1500
2026/02/21 14:11:40,car,4916,16740,1500
2026/02/21 14:11:44,truck,4929,16795,25000
2026/02/21 14:11:49,car,4932,16860,1500
2026/02/21 14:11:50,car,4941,16894,1500
2026/02/21 14:11:58,motorcycle,5008,17001,150
2026/02/21 14:12:15,truck,5074,17260,25000
2026/02/21 14:12:26,car,5134,17417,1500
2026/02/21 14:12:27,car,5163,17432,1500
2026/02/21 14:12:29,motorcycle,5193,17458,150
2026/02/21 14:12:29,car,5187,17459,1500
2026/02/21 14:12:30,car,5197,17477,1500
2026/02/21 14:12:32,car,5203,17509,1500
2026/02/21 14:12:44,motorcycle,5268,17687,150
2026/02/21 14:12:52,motorcycle,5346,17815,150
2026/02/21 14:12:59,truck,5361,17907,25000
2026/02/21 14:13:15,truck,5386,18171,25000
2026/02/21 14:13:19,car,5434,18226,1500
2026/02/21 14:13:20,truck,5396,18233,25000
2026/02/21 14:13:26,car,5456,18315,1500
2026/02/21 14:13:27,truck,5458,18327,25000
2026/02/21 14:13:27,car,5467,18332,1500
2026/02/21 14:13:28,car,5474,18350,1500
2026/02/21 14:13:32,truck,5500,18416,25000
2026/02/21 14:13:32,car,5505,18419,1500
2026/02/21 14:13:33,car,5525,18434,1500
2026/02/21 14:13:35,car,5524,18455,1500
2026/02/21 14:13:42,car,5593,18571,1500
2026/02/21 14:13:45,truck,5601,18615,25000
2026/02/21 14:13:55,bus,5614,18758,12000
2026/02/21 14:13:57,truck,5617,18797,25000
2026/02/21 14:13:58,car,5655,18803,1500
2026/02/21 14:13:59,car,5659,18816,1500
2026/02/21 14:14:05,truck,5671,18901,25000
2026/02/21 14:14:10,truck,5692,18981,25000
2026/02/21 14:14:13,truck,5700,19030,25000
2026/02/21 14:14:26,bus,5710,19229,12000
2026/02/21 14:14:28,car,5713,19250,1500
2026/02/21 14:14:28,car,5721,19260,1500
2026/02/21 14:14:28,motorcycle,5735,19262,150
2026/02/21 14:14:35,car,5758,19360,1500
2026/02/21 14:14:36,motorcycle,5787,19373,150
2026/02/21 14:14:37,car,5803,19384,1500
2026/02/21 14:14:38,car,5828,19400,1500
2026/02/21 14:14:43,truck,5831,19477,25000
2026/02/21 14:14:46,truck,5842,19521,25000
2026/02/21 14:14:46,truck,5837,19523,25000
2026/02/21 14:14:57,motorcycle,5940,19687,150
2026/02/21 14:14:58,car,5939,19700,1500
2026/02/21 14:14:59,car,5950,19715,1500
2026/02/21 14:15:05,truck,5973,19803,25000
2026/02/21 14:15:11,car,5983,19907,1500
2026/02/21 14:15:13,car,5988,19922,1500
2026/02/21 14:15:15,car,5995,19956,1500
2026/02/21 14:15:18,motorcycle,6026,19999,150
2026/02/21 14:15:27,truck,6122,20141,25000
2026/02/21 14:15:31,car,6132,20200,1500
2026/02/21 14:15:38,truck,6137,20307,25000
2026/02/21 14:16:02,motorcycle,6206,20674,150
2026/02/21 14:16:06,car,6211,20727,1500
2026/02/21 14:16:13,truck,6223,20821,25000
2026/02/21 14:16:14,truck,6237,20840,25000
2026/02/21 14:16:18,car,6270,20904,1500
2026/02/21 14:16:28,motorcycle,6365,21047,150
2026/02/21 14:16:37,motorcycle,6424,21182,150
2026/02/21 14:16:37,truck,6421,21192,25000
2026/02/21 14:16:41,car,6433,21242,1500
2026/02/21 14:16:44,car,6439,21290,1500
2026/02/21 14:16:47,car,6444,21344,1500
2026/02/21 14:17:02,bus,6483,21570,12000
2026/02/21 14:17:23,car,6556,21870,1500
2026/02/21 14:17:25,car,6559,21896,1500
2026/02/21 14:17:26,car,6567,21912,1500
2026/02/21 14:17:30,motorcycle,6591,21983,150
2026/02/21 14:17:48,motorcycle,6648,22254,150
2026/02/21 14:18:05,motorcycle,6689,22500,150
2026/02/21 14:18:05,car,6686,22508,1500
2026/02/21 14:18:16,motorcycle,6710,22667,150
2026/02/21 14:18:30,truck,6735,22883,25000
2026/02/21 14:18:45,motorcycle,6821,23112,150
2026/02/21 14:18:48,truck,6832,23149,25000
2026/02/21 14:18:57,car,6880,23294,1500
2026/02/21 14:19:04,car,6892,23383,1500
2026/02/21 14:19:11,car,6992,23504,1500
2026/02/21 14:19:13,truck,6995,23521,25000
2026/02/21 14:19:21,truck,7011,23649,25000
2026/02/21 14:19:41,car,7099,23945,1500
2026/02/21 14:19:44,car,7108,23986,1500
2026/02/21 14:19:48,car,7115,24054,1500
2026/02/21 14:19:50,truck,7122,24084,25000
2026/02/21 14:19:54,truck,7126,24144,25000
2026/02/21 14:20:16,car,7265,24477,1500
2026/02/21 14:20:17,car,7260,24497,1500
2026/02/21 14:20:20,car,7295,24539,1500
2026/02/21 14:20:46,motorcycle,7426,24922,150
2026/02/21 14:21:00,truck,7496,25133,25000
2026/02/21 14:21:09,truck,7506,25256,25000
2026/02/21 14:21:09,car,7509,25265,1500
2026/02/21 14:21:20,car,7594,25429,1500
2026/02/21 14:21:21,truck,7598,25448,25000
2026/02/21 14:21:36,motorcycle,7642,25663,150
2026/02/21 14:21:38,car,7648,25690,1500
2026/02/21 14:21:44,truck,7656,25798,25000
2026/02/21 14:21:45,truck,7658,25808,25000
2026/02/21 14:21:47,bus,7670,25835,12000
2026/02/21 14:21:50,car,7677,25877,1500
2026/02/21 14:21:52,car,7692,25908,1500
2026/02/21 14:21:53,car,7695,25933,1500
2026/02/21 14:21:54,truck,7696,25953,25000
2026/02/21 14:21:55,car,7704,25969,1500
2026/02/21 14:21:57,truck,7710,25987,25000
2026/02/21 14:21:57,car,7744,25997,1500
2026/02/21 14:22:04,car,7764,26095,1500
2026/02/21 14:22:12,car,7809,26219,1500
2026/02/21 14:22:22,car,7823,26374,1500
2026/02/21 14:22:30,truck,7836,26482,25000
2026/02/21 14:22:52,car,7914,26814,1500
2026/02/21 14:22:59,car,7922,26912,1500
2026/02/21 14:22:59,truck,7921,26914,25000
2026/02/21 14:23:02,truck,7929,26960,25000
2026/02/21 14:23:02,car,7932,26966,1500
2026/02/21 14:23:02,car,7936,26977,1500
2026/02/21 14:23:25,truck,7998,27307,25000
2026/02/21 14:23:30,bus,8017,27374,12000
2026/02/21 14:23:40,car,8045,27533,1500
